period,total_value,differenced
2021-09-17,570722,-27936.0
2021-09-18,513016,-57706.0
2021-09-19,515968,2952.0
2021-09-20,574671,58703.0
2021-09-21,672545,97874.0
2021-09-22,704213,31668.0
2021-09-23,646752,-57461.0
2021-09-24,610038,-36714.0
2021-09-25,527071,-82967.0
2021-09-26,487934,-39137.0
2021-09-27,566614,78680.0
2021-09-28,533528,-33086.0
2021-09-29,528597,-4931.0
2021-09-30,559594,30997.0
2021-10-01,581815,22221.0
2021-10-02,560877,-20938.0
2021-10-03,554611,-6266.0
2021-10-04,609499,54888.0
2021-10-05,592974,-16525.0
2021-10-06,572048,-20926.0
2021-10-07,567694,-4354.0
2021-10-08,552094,-15600.0
2021-10-09,487776,-64318.0
2021-10-10,472089,-15687.0
2021-10-11,536016,63927.0
2021-10-12,547251,11235.0
2021-10-13,548662,1411.0
2021-10-14,554543,5881.0
2021-10-15,561057,6514.0
2021-10-16,526261,-34796.0
2021-10-17,491590,-34671.0
2021-10-18,539129,47539.0
2021-10-19,532923,-6206.0
2021-10-20,545477,12554.0
2021-10-21,556853,11376.0
2021-10-22,545482,-11371.0
2021-10-23,506427,-39055.0
2021-10-24,487401,-19026.0
2021-10-25,533635,46234.0
2021-10-26,515173,-18462.0
2021-10-27,524201,9028.0
2021-10-28,552514,28313.0
2021-10-29,544454,-8060.0
2021-10-30,491906,-52548.0
2021-10-31,485538,-6368.0
2021-11-01,554131,68593.0
2021-11-02,544450,-9681.0
2021-11-03,513765,-30685.0
2021-11-04,523425,9660.0
2021-11-05,511816,-11609.0
2021-11-06,480522,-31294.0
2021-11-07,479170,-1352.0
2021-11-08,511257,32087.0
2021-11-09,533559,22302.0
2021-11-10,532021,-1538.0
2021-11-11,532561,540.0
2021-11-12,535941,3380.0
2021-11-13,460171,-75770.0
2021-11-14,423361,-36810.0
2021-11-15,486248,62887.0
2021-11-16,481615,-4633.0
2021-11-17,522727,41112.0
2021-11-18,519055,-3672.0
2021-11-19,495483,-23572.0
2021-11-20,455297,-40186.0
2021-11-21,462699,7402.0
2021-11-22,498150,35451.0
2021-11-23,489542,-8608.0
2021-11-24,485076,-4466.0
2021-11-25,413410,-71666.0
2021-11-26,405024,-8386.0
2021-11-27,394172,-10852.0
2021-11-28,381497,-12675.0
2021-11-29,436876,55379.0
2021-11-30,444897,8021.0
2021-12-01,446701,1804.0
2021-12-02,439052,-7649.0
2021-12-03,464313,25261.0
2021-12-04,419940,-44373.0
2021-12-05,414056,-5884.0
2021-12-06,526062,112006.0
2021-12-07,503505,-22557.0
2021-12-08,470517,-32988.0
2021-12-09,481930,11413.0
2021-12-10,484308,2378.0
2021-12-11,436873,-47435.0
2021-12-12,441699,4826.0
2021-12-13,522061,80362.0
2021-12-14,509074,-12987.0
2021-12-15,526685,17611.0
2021-12-16,516444,-10241.0
2021-12-17,507687,-8757.0
2021-12-18,473600,-34087.0
2021-12-19,463249,-10351.0
2021-12-20,501161,37912.0
2021-12-21,495987,-5174.0
2021-12-22,481465,-14522.0
2021-12-23,441302,-40163.0
2021-12-24,419493,-21809.0
2021-12-25,440207,20714.0
2021-12-26,450780,10573.0
2021-12-27,532791,82011.0
2021-12-28,549121,16330.0
2021-12-29,535015,-14106.0
2021-12-30,486111,-48904.0
2021-12-31,463544,-22567.0
2022-01-01,458321,-5223.0
2022-01-02,456183,-2138.0
2022-01-03,508625,52442.0
2022-01-04,514754,6129.0
2022-01-05,520475,5721.0
2022-01-06,472977,-47498.0
2022-01-07,460246,-12731.0
2022-01-08,426323,-33923.0
2022-01-09,440916,14593.0
2022-01-10,498509,57593.0
2022-01-11,477969,-20540.0
2022-01-12,459308,-18661.0
2022-01-13,445458,-13850.0
2022-01-14,436646,-8812.0
2022-01-15,403643,-33003.0
2022-01-16,381253,-22390.0
2022-01-17,413977,32724.0
2022-01-18,446902,32925.0
2022-01-19,460717,13815.0
2022-01-20,444782,-15935.0
2022-01-21,453613,8831.0
2022-01-22,425551,-28062.0
2022-01-23,427620,2069.0
2022-01-24,475015,47395.0
2022-01-25,492884,17869.0
2022-01-26,487085,-5799.0
2022-01-27,489443,2358.0
2022-01-28,497433,7990.0
2022-01-29,416721,-80712.0
2022-01-30,426912,10191.0
2022-01-31,439601,12689.0
2022-02-01,486495,46894.0
2022-02-02,521401,34906.0
2022-02-03,506843,-14558.0
2022-02-04,489248,-17595.0
2022-02-05,415432,-73816.0
2022-02-06,421157,5725.0
2022-02-07,452748,31591.0
2022-02-08,451701,-1047.0
2022-02-09,454497,2796.0
2022-02-10,452710,-1787.0
2022-02-11,440567,-12143.0
2022-02-12,419160,-21407.0
2022-02-13,401858,-17302.0
2022-02-14,437681,35823.0
2022-02-15,447312,9631.0
2022-02-16,461804,14492.0
2022-02-17,445404,-16400.0
2022-02-18,439803,-5601.0
2022-02-19,394577,-45226.0
2022-02-20,366307,-28270.0
2022-02-21,454020,87713.0
2022-02-22,513156,59136.0
2022-02-23,587431,74275.0
2022-02-24,573976,-13455.0
2022-02-25,521006,-52970.0
2022-02-26,441164,-79842.0
2022-02-27,409009,-32155.0
2022-02-28,452103,43094.0
2022-03-01,458628,6525.0
2022-03-02,450021,-8607.0
2022-03-03,441371,-8650.0
2022-03-04,449333,7962.0
2022-03-05,437993,-11340.0
2022-03-06,441882,3889.0
2022-03-07,485149,43267.0
2022-03-08,485449,300.0
2022-03-09,505086,19637.0
2022-03-10,496111,-8975.0
2022-03-11,469849,-26262.0
2022-03-12,404849,-65000.0
2022-03-13,387554,-17295.0
2022-03-14,454908,67354.0
2022-03-15,465476,10568.0
2022-03-16,481470,15994.0
2022-03-17,465558,-15912.0
2022-03-18,461388,-4170.0
2022-03-19,450386,-11002.0
2022-03-20,455404,5018.0
2022-03-21,457830,2426.0
2022-03-22,479658,21828.0
2022-03-23,483839,4181.0
2022-03-24,493087,9248.0
2022-03-25,493340,253.0
2022-03-26,487085,-6255.0
2022-03-27,468381,-18704.0
2022-03-28,419231,-49150.0
2022-03-29,461031,41800.0
2022-03-30,445943,-15088.0
2022-03-31,465357,19414.0
2022-04-01,452085,-13272.0
2022-04-02,422997,-29088.0
2022-04-03,433689,10692.0
2022-04-04,444456,10767.0
2022-04-05,457165,12709.0
2022-04-06,501337,44172.0
2022-04-07,536872,35535.0
2022-04-08,551195,14323.0
2022-04-09,449428,-101767.0
2022-04-10,458975,9547.0
2022-04-11,520414,61439.0
2022-04-12,503255,-17159.0
2022-04-13,530627,27372.0
2022-04-14,568445,37818.0
2022-04-15,531417,-37028.0
2022-04-16,499601,-31816.0
2022-04-17,443524,-56077.0
2022-04-18,537931,94407.0
2022-04-19,529412,-8519.0
2022-04-20,572845,43433.0
2022-04-21,555793,-17052.0
2022-04-22,524048,-31745.0
2022-04-23,464194,-59854.0
2022-04-24,512634,48440.0
2022-04-25,568407,55773.0
2022-04-26,561986,-6421.0
2022-04-27,592588,30602.0
2022-04-28,572162,-20426.0
2022-04-29,542352,-29810.0
2022-04-30,545280,2928.0
2022-05-01,503897,-41383.0
2022-05-02,556679,52782.0
2022-05-03,538127,-18552.0
2022-05-04,586666,48539.0
2022-05-05,576383,-10283.0
2022-05-06,596277,19894.0
2022-05-07,506845,-89432.0
2022-05-08,489123,-17722.0
2022-05-09,498192,9069.0
2022-05-10,523219,25027.0
2022-05-11,500971,-22248.0
2022-05-12,507834,6863.0
2022-05-13,551405,43571.0
2022-05-14,535505,-15900.0
2022-05-15,530103,-5402.0
2022-05-16,575604,45501.0
2022-05-17,584302,8698.0
2022-05-18,595052,10750.0
2022-05-19,566875,-28177.0
2022-05-20,535464,-31411.0
2022-05-21,488774,-46690.0
2022-05-22,490279,1505.0
2022-05-23,542976,52697.0
2022-05-24,595550,52574.0
2022-05-25,633581,38031.0
2022-05-26,601543,-32038.0
2022-05-27,545433,-56110.0
2022-05-28,494501,-50932.0
2022-05-29,425809,-68692.0
2022-05-30,449881,24072.0
2022-05-31,516849,66968.0
2022-06-01,561591,44742.0
2022-06-02,588173,26582.0
2022-06-03,569334,-18839.0
2022-06-04,523600,-45734.0
2022-06-05,517522,-6078.0
2022-06-06,587403,69881.0
2022-06-07,618521,31118.0
2022-06-08,645555,27034.0
2022-06-09,667705,22150.0
2022-06-10,747451,79746.0
2022-06-11,686754,-60697.0
2022-06-12,604009,-82745.0
2022-06-13,589016,-14993.0
2022-06-14,584881,-4135.0
2022-06-15,621834,36953.0
2022-06-16,597367,-24467.0
2022-06-17,542230,-55137.0
2022-06-18,493383,-48847.0
2022-06-19,464919,-28464.0
2022-06-20,578069,113150.0
2022-06-21,663230,85161.0
2022-06-22,680562,17332.0
2022-06-23,715769,35207.0
2022-06-24,696708,-19061.0
2022-06-25,666923,-29785.0
2022-06-26,645069,-21854.0
2022-06-27,733789,88720.0
2022-06-28,745440,11651.0
2022-06-29,704183,-41257.0
2022-06-30,685169,-19014.0
2022-07-01,649438,-35731.0
2022-07-02,595437,-54001.0
2022-07-03,530994,-64443.0
2022-07-04,536077,5083.0
2022-07-05,602923,66846.0
2022-07-06,614179,11256.0
2022-07-07,642569,28390.0
2022-07-08,659239,16670.0
2022-07-09,619726,-39513.0
2022-07-10,630869,11143.0
2022-07-11,758724,127855.0
2022-07-12,749683,-9041.0
2022-07-13,731380,-18303.0
2022-07-14,748620,17240.0
2022-07-15,754626,6006.0
2022-07-16,752267,-2359.0
2022-07-17,739337,-12930.0
2022-07-18,795885,56548.0
2022-07-19,824759,28874.0
2022-07-20,801837,-22922.0
2022-07-21,794973,-6864.0
2022-07-22,747594,-47379.0
2022-07-23,660080,-87514.0
2022-07-24,628509,-31571.0
2022-07-25,729840,101331.0
2022-07-26,748140,18300.0
2022-07-27,753591,5451.0
2022-07-28,754339,748.0
2022-07-29,760890,6551.0
2022-07-30,684720,-76170.0
2022-07-31,676571,-8149.0
2022-08-01,722668,46097.0
2022-08-02,746225,23557.0
2022-08-03,775620,29395.0
2022-08-04,748336,-27284.0
2022-08-05,743047,-5289.0
2022-08-06,695420,-47627.0
2022-08-07,695064,-356.0
2022-08-08,788749,93685.0
2022-08-09,773270,-15479.0
2022-08-10,786831,13561.0
2022-08-11,788257,1426.0
2022-08-12,755907,-32350.0
2022-08-13,681495,-74412.0
2022-08-14,704424,22929.0
2022-08-15,757061,52637.0
2022-08-16,789947,32886.0
2022-08-17,822289,32342.0
2022-08-18,790958,-31331.0
2022-08-19,721310,-69648.0
2022-08-20,666762,-54548.0
2022-08-21,650286,-16476.0
2022-08-22,723480,73194.0
2022-08-23,757190,33710.0
2022-08-24,774074,16884.0
2022-08-25,785833,11759.0
2022-08-26,751285,-34548.0
2022-08-27,645426,-105859.0
2022-08-28,613765,-31661.0
2022-08-29,734378,120613.0
2022-08-30,831542,97164.0
2022-08-31,855085,23543.0
2022-09-01,880927,25842.0
2022-09-02,895470,14543.0
2022-09-03,798530,-96940.0
2022-09-04,794057,-4473.0
2022-09-05,869784,75727.0
2022-09-06,948875,79091.0
2022-09-07,933299,-15576.0
2022-09-08,892998,-40301.0
2022-09-09,800953,-92045.0
2022-09-10,646785,-154168.0
2022-09-11,708854,62069.0
2022-09-12,745590,36736.0
2022-09-13,702130,-43460.0
2022-09-14,659668,-42462.0
2022-09-15,626459,-33209.0
2022-09-16,577387,-49072.0
2022-09-17,547887,-29500.0
2022-09-18,532784,-15103.0
2022-09-19,579159,46375.0
2022-09-20,580613,1454.0
2022-09-21,589074,8461.0
2022-09-22,585491,-3583.0
2022-09-23,610968,25477.0
2022-09-24,620981,10013.0
2022-09-25,645727,24746.0
2022-09-26,714390,68663.0
2022-09-27,696663,-17727.0
2022-09-28,661665,-34998.0
2022-09-29,642694,-18971.0
2022-09-30,621286,-21408.0
2022-10-01,570915,-50371.0
2022-10-02,553454,-17461.0
2022-10-03,636334,82880.0
2022-10-04,655830,19496.0
2022-10-05,637991,-17839.0
2022-10-06,649615,11624.0
2022-10-07,658990,9375.0
2022-10-08,608538,-50452.0
2022-10-09,591706,-16832.0
2022-10-10,596015,4309.0
2022-10-11,576806,-19209.0
2022-10-12,616073,39267.0
2022-10-13,621373,5300.0
2022-10-14,593388,-27985.0
2022-10-15,531189,-62199.0
2022-10-16,503037,-28152.0
2022-10-17,579255,76218.0
2022-10-18,640140,60885.0
2022-10-19,665542,25402.0
2022-10-20,633536,-32006.0
2022-10-21,589974,-43562.0
2022-10-22,504574,-85400.0
2022-10-23,475044,-29530.0
2022-10-24,524622,49578.0
2022-10-25,529836,5214.0
2022-10-26,524029,-5807.0
2022-10-27,524036,7.0
2022-10-28,526780,2744.0
2022-10-29,498752,-28028.0
2022-10-30,466109,-32643.0
2022-10-31,495619,29510.0
2022-11-01,529337,33718.0
2022-11-02,524717,-4620.0
2022-11-03,530693,5976.0
2022-11-04,503411,-27282.0
2022-11-05,426095,-77316.0
2022-11-06,489483,63388.0
2022-11-07,556424,66941.0
2022-11-08,577827,21403.0
2022-11-09,573919,-3908.0
2022-11-10,570372,-3547.0
2022-11-11,565160,-5212.0
2022-11-12,546956,-18204.0
2022-11-13,535722,-11234.0
2022-11-14,583317,47595.0
2022-11-15,607059,23742.0
2022-11-16,588368,-18691.0
2022-11-17,559187,-29181.0
2022-11-18,559575,388.0
2022-11-19,532043,-27532.0
2022-11-20,495329,-36714.0
2022-11-21,535656,40327.0
2022-11-22,518352,-17304.0
2022-11-23,485527,-32825.0
2022-11-24,445514,-40013.0
2022-11-25,448554,3040.0
2022-11-26,443548,-5006.0
2022-11-27,428874,-14674.0
2022-11-28,565151,136277.0
2022-11-29,588417,23266.0
2022-11-30,560581,-27836.0
2022-12-01,586939,26358.0
2022-12-02,581337,-5602.0
2022-12-03,541759,-39578.0
2022-12-04,535175,-6584.0
2022-12-05,587785,52610.0
2022-12-06,557859,-29926.0
2022-12-07,583372,25513.0
2022-12-08,602864,19492.0
2022-12-09,583903,-18961.0
2022-12-10,535672,-48231.0
2022-12-11,536250,578.0
2022-12-12,568162,31912.0
2022-12-13,623554,55392.0
2022-12-14,609904,-13650.0
2022-12-15,626261,16357.0
2022-12-16,595107,-31154.0
2022-12-17,549292,-45815.0
2022-12-18,530922,-18370.0
2022-12-19,609889,78967.0
2022-12-20,622719,12830.0
2022-12-21,631941,9222.0
2022-12-22,633375,1434.0
2022-12-23,615366,-18009.0
2022-12-24,508880,-106486.0
2022-12-25,420747,-88133.0
2022-12-26,440811,20064.0
2022-12-27,453348,12537.0
2022-12-28,498028,44680.0
2022-12-29,552062,54034.0
2022-12-30,545983,-6079.0
2022-12-31,469697,-76286.0
2023-01-01,492140,22443.0
2023-01-02,555636,63496.0
2023-01-03,603726,48090.0
2023-01-04,548640,-55086.0
2023-01-05,565450,16810.0
2023-01-06,542086,-23364.0
2023-01-07,504762,-37324.0
2023-01-08,476702,-28060.0
2023-01-09,553910,77208.0
2023-01-10,585401,31491.0
2023-01-11,564441,-20960.0
2023-01-12,519592,-44849.0
2023-01-13,483131,-36461.0
2023-01-14,479446,-3685.0
2023-01-15,499009,19563.0
2023-01-16,556142,57133.0
2023-01-17,576773,20631.0
2023-01-18,548606,-28167.0
2023-01-19,577616,29010.0
2023-01-20,611519,33903.0
2023-01-21,544002,-67517.0
2023-01-22,534897,-9105.0
2023-01-23,595966,61069.0
2023-01-24,573099,-22867.0
2023-01-25,587918,14819.0
2023-01-26,552067,-35851.0
2023-01-27,545160,-6907.0
2023-01-28,480830,-64330.0
2023-01-29,532848,52018.0
2023-01-30,641471,108623.0
2023-01-31,620309,-21162.0
2023-02-01,570625,-49684.0
2023-02-02,556352,-14273.0
2023-02-03,573640,17288.0
2023-02-04,506684,-66956.0
2023-02-05,510775,4091.0
2023-02-06,533828,23053.0
2023-02-07,545489,11661.0
2023-02-08,537295,-8194.0
2023-02-09,571439,34144.0
2023-02-10,569104,-2335.0
2023-02-11,527270,-41834.0
2023-02-12,487020,-40250.0
2023-02-13,521707,34687.0
2023-02-14,571653,49946.0
2023-02-15,614676,43023.0
2023-02-16,592526,-22150.0
2023-02-17,565021,-27505.0
2023-02-18,468826,-96195.0
2023-02-19,425978,-42848.0
2023-02-20,452494,26516.0
2023-02-21,515164,62670.0
2023-02-22,602346,87182.0
2023-02-23,642251,39905.0
2023-02-24,641465,-786.0
2023-02-25,578666,-62799.0
2023-02-26,523228,-55438.0
2023-02-27,604562,81334.0
2023-02-28,637500,32938.0
2023-03-01,628978,-8522.0
2023-03-02,582402,-46576.0
2023-03-03,567190,-15212.0
2023-03-04,571896,4706.0
2023-03-05,550978,-20918.0
2023-03-06,617996,67018.0
2023-03-07,615953,-2043.0
2023-03-08,627385,11432.0
2023-03-09,601709,-25676.0
2023-03-10,586103,-15606.0
2023-03-11,534985,-51118.0
2023-03-12,538741,3756.0
2023-03-13,577688,38947.0
2023-03-14,597212,19524.0
2023-03-15,573924,-23288.0
2023-03-16,573410,-514.0
2023-03-17,556529,-16881.0
2023-03-18,486817,-69712.0
2023-03-19,485161,-1656.0
2023-03-20,538888,53727.0
2023-03-21,569979,31091.0
2023-03-22,575510,5531.0
2023-03-23,557875,-17635.0
2023-03-24,520391,-37484.0
2023-03-25,480725,-39666.0
2023-03-26,503077,22352.0
2023-03-27,542478,39401.0
2023-03-28,557208,14730.0
2023-03-29,587006,29798.0
2023-03-30,536194,-50812.0
2023-03-31,498225,-37969.0
2023-04-01,468224,-30001.0
2023-04-02,495490,27266.0
2023-04-03,555835,60345.0
2023-04-04,560738,4903.0
2023-04-05,562293,1555.0
2023-04-06,542951,-19342.0
2023-04-07,544192,1241.0
2023-04-08,527726,-16466.0
2023-04-09,522592,-5134.0
2023-04-10,585710,63118.0
2023-04-11,598987,13277.0
2023-04-12,626123,27136.0
2023-04-13,611276,-14847.0
2023-04-14,609126,-2150.0
2023-04-15,539143,-69983.0
2023-04-16,548417,9274.0
2023-04-17,640513,92096.0
2023-04-18,609412,-31101.0
2023-04-19,561875,-47537.0
2023-04-20,608456,46581.0
2023-04-21,611331,2875.0
2023-04-22,572895,-38436.0
2023-04-23,568361,-4534.0
2023-04-24,590838,22477.0
2023-04-25,607694,16856.0
2023-04-26,608605,911.0
2023-04-27,613765,5160.0
2023-04-28,654566,40801.0
2023-04-29,614059,-40507.0
2023-04-30,545679,-68380.0
2023-05-01,579006,33327.0
2023-05-02,556413,-22593.0
2023-05-03,522071,-34342.0
2023-05-04,491776,-30295.0
2023-05-05,505267,13491.0
2023-05-06,452147,-53120.0
2023-05-07,449273,-2874.0
2023-05-08,544985,95712.0
2023-05-09,538109,-6876.0
2023-05-10,538360,251.0
2023-05-11,535852,-2508.0
2023-05-12,561595,25743.0
2023-05-13,530255,-31340.0
2023-05-14,538142,7887.0
2023-05-15,589156,51014.0
2023-05-16,584233,-4923.0
2023-05-17,599575,15342.0
2023-05-18,586262,-13313.0
2023-05-19,579530,-6732.0
2023-05-20,522433,-57097.0
2023-05-21,505572,-16861.0
2023-05-22,550128,44556.0
2023-05-23,570138,20010.0
2023-05-24,564117,-6021.0
2023-05-25,567481,3364.0
2023-05-26,554646,-12835.0
2023-05-27,514019,-40627.0
2023-05-28,513974,-45.0
2023-05-29,537551,23577.0
2023-05-30,543334,5783.0
2023-05-31,571875,28541.0
2023-06-01,606482,34607.0
2023-06-02,602049,-4433.0
2023-06-03,581893,-20156.0
2023-06-04,606379,24486.0
2023-06-05,665077,58698.0
2023-06-06,651750,-13327.0
2023-06-07,642180,-9570.0
2023-06-08,623225,-18955.0
2023-06-09,623283,58.0
2023-06-10,566824,-56459.0
2023-06-11,578011,11187.0
2023-06-12,622995,44984.0
2023-06-13,589745,-33250.0
2023-06-14,588768,-977.0
2023-06-15,633241,44473.0
2023-06-16,615869,-17372.0
2023-06-17,584845,-31024.0
2023-06-18,547376,-37469.0
2023-06-19,570663,23287.0
2023-06-20,601661,30998.0
2023-06-21,630238,28577.0
2023-06-22,637544,7306.0
2023-06-23,610231,-27313.0
2023-06-24,567671,-42560.0
2023-06-25,587057,19386.0
2023-06-26,643319,56262.0
2023-06-27,648749,5430.0
2023-06-28,689377,40628.0
2023-06-29,698040,8663.0
2023-06-30,732012,33972.0
2023-07-01,719872,-12140.0
2023-07-02,776522,56650.0
2023-07-03,818768,42246.0
2023-07-04,725561,-93207.0
2023-07-05,763216,37655.0
2023-07-06,759957,-3259.0
2023-07-07,738450,-21507.0
2023-07-08,677213,-61237.0
2023-07-09,672067,-5146.0
2023-07-10,698278,26211.0
2023-07-11,739581,41303.0
2023-07-12,770093,30512.0
2023-07-13,826399,56306.0
2023-07-14,870665,44266.0
2023-07-15,848598,-22067.0
2023-07-16,860437,11839.0
2023-07-17,911275,50838.0
2023-07-18,931389,20114.0
2023-07-19,960164,28775.0
2023-07-20,962527,2363.0
2023-07-21,905253,-57274.0
2023-07-22,848264,-56989.0
2023-07-23,805592,-42672.0
2023-07-24,858006,52414.0
2023-07-25,895868,37862.0
2023-07-26,950450,54582.0
2023-07-27,894263,-56187.0
2023-07-28,868771,-25492.0
2023-07-29,811449,-57322.0
2023-07-30,752291,-59158.0
2023-07-31,845880,93589.0
2023-08-01,849620,3740.0
2023-08-02,841355,-8265.0
2023-08-03,813861,-27494.0
2023-08-04,778142,-35719.0
2023-08-05,772710,-5432.0
2023-08-06,786971,14261.0
2023-08-07,836638,49667.0
2023-08-08,784494,-52144.0
2023-08-09,715408,-69086.0
2023-08-10,700318,-15090.0
2023-08-11,711889,11571.0
2023-08-12,711083,-806.0
2023-08-13,742474,31391.0
2023-08-14,866486,124012.0
2023-08-15,915208,48722.0
2023-08-16,924348,9140.0
2023-08-17,879494,-44854.0
2023-08-18,738762,-140732.0
2023-08-19,641055,-97707.0
2023-08-20,620710,-20345.0
2023-08-21,667937,47227.0
2023-08-22,674699,6762.0
2023-08-23,741919,67220.0
2023-08-24,758431,16512.0
2023-08-25,762899,4468.0
2023-08-26,707900,-54999.0
2023-08-27,743181,35281.0
2023-08-28,854924,111743.0
2023-08-29,797541,-57383.0
2023-08-30,775929,-21612.0
2023-08-31,744547,-31382.0
2023-09-01,670853,-73694.0
2023-09-02,599978,-70875.0
2023-09-03,569904,-30074.0
2023-09-04,557911,-11993.0
2023-09-05,646721,88810.0
2023-09-06,679725,33004.0
2023-09-07,705929,26204.0
2023-09-08,751504,45575.0
2023-09-09,741031,-10473.0
2023-09-10,708167,-32864.0
2023-09-11,739106,30939.0
2023-09-12,715254,-23852.0
2023-09-13,716630,1376.0
2023-09-14,734611,17981.0
2023-09-15,724720,-9891.0
2023-09-16,664203,-60517.0
2023-09-17,596512,-67691.0
2023-09-18,615865,19353.0
2023-09-19,621897,6032.0
2023-09-20,651850,29953.0
2023-09-21,637545,-14305.0
2023-09-22,595905,-41640.0
2023-09-23,560949,-34956.0
2023-09-24,592817,31868.0
2023-09-25,629895,37078.0
2023-09-26,652822,22927.0
2023-09-27,617767,-35055.0
2023-09-28,616438,-1329.0
2023-09-29,634804,18366.0
2023-09-30,533081,-101723.0
2023-10-01,514429,-18652.0
2023-10-02,567323,52894.0
2023-10-03,598668,31345.0
2023-10-04,632697,34029.0
2023-10-05,688735,56038.0
2023-10-06,702466,13731.0
2023-10-07,666253,-36213.0
2023-10-08,630945,-35308.0
2023-10-09,635974,5029.0
2023-10-10,634210,-1764.0
2023-10-11,592205,-42005.0
2023-10-12,574747,-17458.0
2023-10-13,595520,20773.0
2023-10-14,570438,-25082.0
2023-10-15,590754,20316.0
2023-10-16,681739,90985.0
2023-10-17,644387,-37352.0
2023-10-18,673201,28814.0
2023-10-19,692628,19427.0
2023-10-20,692608,-20.0
2023-10-21,610879,-81729.0
2023-10-22,580957,-29922.0
2023-10-23,579300,-1657.0
2023-10-24,591306,12006.0
2023-10-25,622083,30777.0
2023-10-26,616672,-5411.0
2023-10-27,616606,-66.0
2023-10-28,584293,-32313.0
2023-10-29,556917,-27376.0
2023-10-30,630614,73697.0
2023-10-31,634969,4355.0
2023-11-01,604862,-30107.0
2023-11-02,558701,-46161.0
2023-11-03,527694,-31007.0
2023-11-04,490655,-37039.0
2023-11-05,470192,-20463.0
2023-11-06,550531,80339.0
2023-11-07,523758,-26773.0
2023-11-08,559574,35816.0
2023-11-09,393934,-165640.0
2023-11-10,377185,-16749.0
2023-11-11,459752,82567.0
2023-11-12,468062,8310.0
2023-11-13,501851,33789.0
2023-11-14,559408,57557.0
2023-11-15,568470,9062.0
2023-11-16,547010,-21460.0
2023-11-17,563400,16390.0
2023-11-18,552684,-10716.0
2023-11-19,471233,-81451.0
2023-11-20,571106,99873.0
2023-11-21,596188,25082.0
2023-11-22,575877,-20311.0
2023-11-23,508477,-67400.0
2023-11-24,533681,25204.0
2023-11-25,559947,26266.0
2023-11-26,569516,9569.0
2023-11-27,650585,81069.0
2023-11-28,654326,3741.0
2023-11-29,670078,15752.0
2023-11-30,682046,11968.0
2023-12-01,652225,-29821.0
2023-12-02,551787,-100438.0
2023-12-03,532948,-18839.0
2023-12-04,601599,68651.0
2023-12-05,611259,9660.0
2023-12-06,603722,-7537.0
2023-12-07,586951,-16771.0
2023-12-08,592433,5482.0
2023-12-09,601200,8767.0
2023-12-10,560416,-40784.0
2023-12-11,635531,75115.0
2023-12-12,641617,6086.0
2023-12-13,626226,-15391.0
2023-12-14,626536,310.0
2023-12-15,603768,-22768.0
2023-12-16,555764,-48004.0
2023-12-17,562752,6988.0
2023-12-18,608700,45948.0
2023-12-19,594737,-13963.0
2023-12-20,590259,-4478.0
2023-12-21,573466,-16793.0
2023-12-22,529088,-44378.0
2023-12-23,520976,-8112.0
2023-12-24,509082,-11894.0
2023-12-25,495383,-13699.0
2023-12-26,510181,14798.0
2023-12-27,552646,42465.0
2023-12-28,558583,5937.0
2023-12-29,536126,-22457.0
2023-12-30,512737,-23389.0
2023-12-31,511772,-965.0
2024-01-01,520338,8566.0
2024-01-02,588020,67682.0
2024-01-03,621493,33473.0
2024-01-04,613976,-7517.0
2024-01-05,563612,-50364.0
2024-01-06,525675,-37937.0
2024-01-07,595888,70213.0
2024-01-08,674115,78227.0
2024-01-09,634734,-39381.0
2024-01-10,655128,20394.0
2024-01-11,658053,2925.0
2024-01-12,701911,43858.0
2024-01-13,660959,-40952.0
2024-01-14,619563,-41396.0
2024-01-15,655014,35451.0
2024-01-16,678684,23670.0
2024-01-17,661665,-17019.0
2024-01-18,638815,-22850.0
2024-01-19,647644,8829.0
2024-01-20,590230,-57414.0
2024-01-21,544997,-45233.0
2024-01-22,610884,65887.0
2024-01-23,629802,18918.0
2024-01-24,641749,11947.0
2024-01-25,606160,-35589.0
2024-01-26,594645,-11515.0
2024-01-27,512867,-81778.0
2024-01-28,467160,-45707.0
2024-01-29,529591,62431.0
2024-01-30,515855,-13736.0
2024-01-31,519524,3669.0
2024-02-01,552465,32941.0
2024-02-02,572366,19901.0
2024-02-03,508991,-63375.0
2024-02-04,501241,-7750.0
2024-02-05,565102,63861.0
2024-02-06,577358,12256.0
2024-02-07,625060,47702.0
2024-02-08,589752,-35308.0
2024-02-09,611184,21432.0
2024-02-10,583077,-28107.0
2024-02-11,528877,-54200.0
2024-02-12,563689,34812.0
2024-02-13,595223,31534.0
2024-02-14,609719,14496.0
2024-02-15,618042,8323.0
2024-02-16,598369,-19673.0
2024-02-17,578070,-20299.0
2024-02-18,555408,-22662.0
2024-02-19,596521,41113.0
2024-02-20,608981,12460.0
2024-02-21,600846,-8135.0
2024-02-22,565135,-35711.0
2024-02-23,564576,-559.0
2024-02-24,455853,-108723.0
2024-02-25,430400,-25453.0
2024-02-26,491901,61501.0
2024-02-27,554405,62504.0
2024-02-28,521591,-32814.0
2024-02-29,549851,28260.0
2024-03-01,564855,15004.0
2024-03-02,533734,-31121.0
2024-03-03,545623,11889.0
2024-03-04,592055,46432.0
2024-03-05,625224,33169.0
2024-03-06,611791,-13433.0
2024-03-07,627871,16080.0
